0.125126	56.358532
19.330423	80.874046
58.500931	47.987305
35.029144	89.596237
82.284004	74.660484
17.410810	85.894348
71.050140	51.353497
30.399487	1.498459
9.140293	36.445206
14.731284	16.589861
98.852501	44.569233
11.908322	0.466933
0.891140	37.788017
53.166294	57.118443
60.176395	60.716576
16.623432	66.304512
45.078892	35.212257
5.703909	60.768456
78.331856	80.260628
51.988281	30.195013
87.597275	72.667625
95.590073	92.571793
53.935360	14.233832
46.208076	23.532824
86.223946	20.960112
77.965637	84.365364
99.679558	99.969482
61.149937	39.243752
26.621296	29.728081
84.014404	2.374340
37.586597	9.262367
67.720573	5.621510
0.878933	91.879028
27.588732	27.289652
58.790855	69.118317
83.761101	72.649315
48.493912	20.535906
74.373604	46.845913
45.796074	94.915619
74.443802	10.827967
59.904781	38.523514
73.500778	60.896633
57.240517	36.133915
15.155492	22.510452
42.515335	80.288094
51.710564	98.998993
75.154884	34.556107
16.898098	65.730766
49.189735	6.353954
69.975891	50.480667
14.749596	94.958344
14.157537	90.511795
69.289223	30.304880
42.655720	7.037568
96.661278	68.318733
15.323343	87.725456
82.168037	58.204903
19.135105	17.789240
81.719414	47.526474
15.555285	50.392162
73.201698	40.559097
27.958006	56.874294
68.224129	75.585190
72.191536	47.529526
12.302011	36.780907
83.468124	3.509629
51.701408	66.298409
42.622150	10.467849
94.933929	92.138435
54.954681	34.598835
47.172459	37.498093
84.698021	31.687368
45.609913	27.188940
98.297066	29.779961
73.918884	56.727806
19.598988	76.131477
83.944214	39.765617
50.090031	89.016388
2.746666	99.462875
57.258827	5.050813
53.132725	19.406721
84.304329	62.675861
65.761284	19.785151
84.215828	12.332530
10.992767	74.312569
31.406599	94.106873
28.608051	33.631397
14.026307	73.308510
83.462021	70.799889
60.023804	74.721519
25.272377	14.447462
0.161748	6.100650
80.623795	85.262611
21.057772	11.560411
55.320904	1.425214
11.377300	45.451218
75.222023	68.614761
54.344311	7.388531
43.671986	20.194098
69.621872	29.035311
43.668934	23.242897
57.786797	53.257851
62.868130	16.019165
50.413525	96.304207
69.576096	92.480240
18.994720	33.594776
17.835016	99.517807
45.744194	99.801628
9.750664	62.517166
9.439375	43.772697
93.151649	4.843287
89.461960	29.001740
22.730186	76.906647
41.071812	20.197149
62.807091	60.414440
45.161289	46.635334
59.782707	63.472397
85.479294	82.879120
62.477493	72.090820
56.575214	37.513351
18.427076	73.790703
55.513168	90.508743
24.286631	18.894009
60.472427	69.850761
58.461258	35.129856
49.446091	8.038575
74.074524	61.204872
62.038025	69.112213
80.452896	14.911344
57.603687	86.773277
91.155739	61.470383
72.768333	4.321421
66.777550	97.653130
31.501205	56.920071
30.582598	17.392498
10.855433	86.904510
85.122223	74.431595
15.488144	32.691429
7.934813	7.660146
64.098022	82.000183
54.509109	44.825588
40.897854	29.874569
46.555984	50.120548
15.265358	32.303841
73.799858	31.388287
82.668541	95.907471
87.334816	72.502823
30.005798	94.399857
12.723166	6.573687
78.496658	52.458267
60.963776	95.611435
7.226783	87.563705
65.385910	32.212288
10.480056	50.505081
22.708822	29.029205
91.998047	55.116428
66.280098	11.453597
49.253822	37.913143
49.681080	79.335915
50.926235	38.236641
68.816185	53.215126
60.628071	39.518417
0.589007	70.787682
10.061953	62.306587
86.324654	49.150059
74.733727	49.690239
38.010803	78.536331
55.281227	35.709709
95.571762	63.084812
17.658010	37.424847
13.162633	74.327827
95.171974	61.198769
2.783288	32.984406
5.590991	63.921017
13.162633	84.707176
86.431473	59.688103
72.164070	85.396896
1.467940	12.646871
70.790733	61.714531
21.756645	6.595050
16.891994	62.410351
34.098331	31.940672
36.756493	66.100037
80.239265	80.687889
52.653584	61.110264
79.818108	90.060120
14.481032	63.017670
40.241707	25.370037
13.653981	85.518967
6.616413	42.780846
57.335125	30.228584
54.805138	22.556231
31.134983	11.062960
80.803856	13.470870
28.424940	78.810997
89.522995	78.963593
74.379715	61.522263
36.112553	85.665459
22.849209	86.358223
22.943815	24.954985
